,text,label
0,Rebecca was criticizing those good documentaries.,1
1,Some college campus embarrassed those bad legislatures.,1
2,All men weren't questioning these unemployed cashiers.,1
3,Sara hasn't bored this displeased senator.,1
4,A lot of pedestrians kiss this displeased teenager.,1
5,James is healing this uncertain actress.,1
6,Diane should complain about these unconvinced drivers.,1
7,Phillip liked that smooth horse.,1
8,Tracy praises those lucky guys.,1
9,A doctor had returned to these fast girls.,1
10,A lot of drawings had irritated those clean hospitals.,1
11,Many customers do clean those yellow plates.,1
12,Scott hadn't fired that uncertain actor.,1
13,Many men have these messy cups.,1
14,Martha shouldn't upset these excited doctors.,1
15,Many teachers should appreciate that bad play.,1
16,All bikes embarrass those uncertain teenagers.,1
17,Bruce criticizes that happy lady.,1
18,Some man hugs these good actresses.,1
19,Turtles aggravated these important associations.,1
20,Tara fired that uncertain cashier.,1
21,Becca isn't dropping by this brown art gallery.,1
22,James was approaching these bad doctors.,1
23,Those associations will have these old libraries.,1
24,A lot of guests notice that troubled waiter.,1
25,Tamara attacked these bad boys.,1
26,Jesus wears these big shawls.,1
27,Tara appreciates these displeased teenagers.,1
28,Many adults question this bad association.,1
29,Men help these uncertain teachers.,1
30,Jessica investigated these standing dancers.,1
31,Catherine went to this rough art gallery.,1
32,Every drawing annoys that popular pedestrian.,1
33,Rhonda forgot these sick teenagers.,1
34,Jodi hated these smart guests.,1
35,Some adults distracts that popular school.,1
36,Diana couldn't reveal this important actress.,1
37,Tonya helps these out in the open doctors.,1
38,Joel was complaining about those small adults.,1
39,All doctors arrive at these good movie theaters.,1
40,These women reveal those good libraries.,1
41,Jessica biked to these red cafes.,1
42,Stephanie wasn't distracting those green schools.,1
43,That teenager hasn't investigated these fast children.,1
44,Kevin described those lost patients.,1
45,A lot of libraries argue about this good brochure.,1
46,All museums hadn't known these upset senators.,1
47,Steve will reveal those uncertain boys.,1
48,Dawn scans this good commentary.,1
49,The cat resembled that red sketch.,1
50,That child sees these rough hospitals.,1
51,Cindy was noticing that concealed rug.,1
52,Most customers liked those red pictures.,1
53,Brenda hadn't fixed these broken glasses.,1
54,Laura isn't firing this scared waitress.,1
55,Elizabeth shouldn't clean this green bank.,1
56,Winston Churchill approaches those displeased dancers.,1
57,Edward criticized those young dancers.,1
58,Dawn does annoy those brown banks.,1
59,All lakes disgust that hidden guest.,1
60,Students had remembered that fast boy.,1
61,Dan had forgotten that good newspaper article.,1
62,The mirrors shocked that bad university.,1
63,This university was praising those standing guys.,1
64,Carla might remember these delighted doctors.,1
65,Samuel escaped from those young girls.,1
66,A lot of museums forget that good girl.,1
67,Christopher can drop by that gray movie theater.,1
68,Rhonda wore that popular hat.,1
69,Paul was escaping from these upset waitresses.,1
70,These teachers mess up that purple hospital.,1
71,Gerald forgets those rough pamphlets.,1
72,All actors wear that hard glove.,1
73,Wendy drops by that hidden art gallery.,1
74,These gloves have scared those troubled actresses.,1
75,Rodney took those hard glasses.,1
76,Some adults sell those purple forks.,1
77,All girls break these small dishes.,1
78,These women forget those lost senators.,1
79,George wasn't aggravating this concealed customer.,1
80,This unicycle impresses this good teenager.,1
81,Russell hasn't irritated this bad legislature.,1
82,A skateboard worries this troubled teenager.,1
83,That report had hurt those unconvinced dancers.,1
84,Wendy did attack that out in the open senator.,1
85,Every guest hasn't lifted those lost dishes.,1
86,Matt shouldn't complain about these employed girls.,1
87,Some prints looked like those gray jackets.,1
88,Most men observe those out in the open pedestrians.,1
89,Kevin annoyed these important companies.,1
90,Some cart scared that upset girl.,1
91,Many waiters heal that gray horse.,1
92,Carolyn should examine this important newspaper article.,1
93,Jennifer toured those hidden schools.,1
94,Every actor cleans that concealed sock.,1
95,Joseph hides those old cafes.,1
96,Monica notices that red cafe.,1
97,Susan can't approach that sick guest.,1
98,Galileo buys those concealed scarves.,1
99,Heidi had seen those concealed rabbits.,1
100,A lot of pedestrians could dislike those good plays.,1
101,Frank has questioned this lucky waiter.,1
102,All patients examine these gray pamphlets.,1
103,Windows hurt these smart dancers.,1
104,Most commentaries have worried those smooth banks.,1
105,This woman is hugging these young pedestrians.,1
106,Diane visits that bad doctor.,1
107,Many museums have talked about those unconvinced actors.,1
108,Dana cleans these concealed rabbits.,1
109,The teacher isn't criticizing those black hospitals.,1
110,Walter was astounding these good governments.,1
111,The adults conceal these big art galleries.,1
112,Frank explored these dirty museums.,1
113,Natalie looked like these gray paintings.,1
114,These students healed these big senators.,1
115,Julie won't hug that delighted doctor.,1
116,Some fork hurts those important cashiers.,1
117,Benjamin lifted those standing hamsters.,1
118,Heather hates these long commentaries.,1
119,A lot of patients insult that determined customer.,1
120,Ella helps those important guests.,1
121,Janet sold this brown chair.,1
122,Carl has that small book.,1
123,Becky cared for those delighted dancers.,1
124,Karla knows that lost guest.,1
125,April watched this sick pedestrian.,1
126,Karen isn't breaking those new chairs.,1
127,Dana hasn't described those exposed guests.,1
128,Every girl investigates those hidden patients.,1
129,Banks conceal this popular movie.,1
130,Melissa brought this exposed painting.,1
131,Ruth hasn't hated that happy actor.,1
132,Many muffins have confused that fast doctor.,1
133,Cheryl can't hug those smart customers.,1
134,Some adult hasn't brought this red cafe.,1
135,Some dishes impress those big doctors.,1
136,Veronica can drive to these good restaurants.,1
137,All banks distract these out in the open adults.,1
138,James drives to these big museums.,1
139,Melissa worked with this old dancer.,1
140,Many customers have this new sweater.,1
141,The person wasn't questioning that unconvinced cashier.,1
142,Every museum dislikes that hard report.,1
143,Alexander wasn't working with those standing actresses.,1
144,Timothy is touring those green movie theaters.,1
145,Maria drives to those green restaurants.,1
146,A glove isn't shocking these new museums.,1
147,Cynthia kissed this upset guy.,1
148,Monet embarrassed those good companies.,1
149,Some actor hasn't arrived at this hidden library.,1
150,These guests observe that confident driver.,1
151,Stephen will walk through this old museum.,1
152,Andrea has concealed that unsure girl.,1
153,A lot of people sound like this black brochure.,1
154,Elaine hasn't explored that cheap hospital.,1
155,The Impressionists weren't fleeing from those uncertain cashiers.,1
156,Bill would go to these bad libraries.,1
157,Theodore wasn't walking through these important museums.,1
158,An actress will talk to this lost patient.,1
159,Andrea works with that displeased student.,1
160,Karla cured that orange cat.,1
161,Kristin was arriving at these purple art galleries.,1
162,Those dancers helped those troubled teenagers.,1
163,Kristin hasn't dropped by this hard art gallery.,1
164,Many cups confuse that unlucky guy.,1
165,Derek didn't reference this bad play.,1
166,That waitress isn't hurting this unemployed waitress.,1
167,Those students argue about this serious adult.,1
168,Carrie respects that exposed doctor.,1
169,Stephen hasn't questioned that ill guy.,1
170,That patient hadn't dropped by these popular museums.,1
171,Sara wasn't arguing about that happy adult.,1
172,Helen was bringing that blue cat.,1
173,The Lutherans cleaned those big libraries.,1
174,A lot of dancers notice this busy boy.,1
175,Diane is driving to this orange movie theater.,1
176,A couch stuns that important girl.,1
177,Tammy hadn't taken that bad sweater.,1
178,All patients disagreed with that green pamphlet.,1
179,Russell had researched that big newspaper article.,1
180,Some ladies sell this red hospital.,1
181,Victoria hasn't hugged these out in the open guests.,1
182,That legislature shocks these good universities.,1
183,George brought that hard blouse.,1
184,Every person passes those hidden malls.,1
185,Carol does break that dirty cup.,1
186,Gina hadn't talked about those out in the open waiters.,1
187,Alexander reveals these good paintings.,1
188,Those hamsters aren't aggravating these good associations.,1
189,The drawing looks like these lost sketches.,1
190,Cashiers have questioned those troubled guys.,1
191,Michael is lifting these purple forks.,1
192,These universities did talk about that popular bank.,1
193,Dana wasn't noticing these gray prints.,1
194,All trucks resemble this brown painting.,1
195,The people talk about this good mall.,1
196,Those patients escape from these cheap movie theaters.,1
197,All men have embarrassed this bad organization.,1
198,Paul is hiring those old cashiers.,1
199,Anna hasn't scanned those small books.,1
