,text,label
0,Raymond is selling this sketch.,1
1,Craig explored that grocery store.,1
2,Eva has scared these children.,1
3,Marcus would conceal that pamphlet.,1
4,Carmen hadn't shocked these customers.,1
5,The Impressionists were walking through this library.,1
6,Some men weren't touring those cafes.,1
7,Leslie isn't firing that actress.,1
8,Jennifer concealed those cups.,1
9,A waitress does take those hospitals.,1
10,The man walks through those hospitals.,1
11,Winston Churchill boycotts these public parks.,1
12,This sock disturbs that customer.,1
13,William described this movie.,1
14,Monet dropped by those libraries.,1
15,Elaine was biking to this bank.,1
16,These senators wear that jacket.,1
17,The Lutherans notice that drawing.,1
18,Cheryl is hurting that teacher.,1
19,Russell might break those cups.,1
20,A lot of patients resemble these pictures.,1
21,Vanessa can talk to these doctors.,1
22,Janice had worn this shawl.,1
23,A lot of waitresses find those jackets.,1
24,Every dancer hasn't admired this skirt.,1
25,The adult doesn't hide those malls.,1
26,Samuel criticizes that art gallery.,1
27,A teacher annoyed those senators.,1
28,A teacher talked to that customer.,1
29,Mark discovered this face.,1
30,Carmen toured these restaurants.,1
31,Eva toured this school.,1
32,Travis would tour that hospital.,1
33,Some stories aggravated those libraries.,1
34,These cashiers hate that guest.,1
35,Heather messed up this dish.,1
36,Alan listened to these guests.,1
37,Most children examine this pamphlet.,1
38,Stacey will know these patients.,1
39,Jessica sold this rabbit.,1
40,Daniel couldn't hate those cashiers.,1
41,Those ladies kiss those adults.,1
42,Diane works with these waiters.,1
43,Most women conceal that blouse.,1
44,Senators can't disagree with that newspaper article.,1
45,Jane has concealed this book.,1
46,Marla took this pamphlet.,1
47,The skirt wasn't annoying those dancers.,1
48,Most guys conceal this driver.,1
49,David wasn't lifting those hats.,1
50,The dancers are driving to those art galleries.,1
51,Tracy might cure those patients.,1
52,Heather cleans that print.,1
53,Rose won't reference these movies.,1
54,Many reports irritate these senators.,1
55,Dan couldn't walk through this public park.,1
56,Rose hated this girl.,1
57,Melinda hires that teacher.,1
58,Joseph healed these customers.,1
59,A door doesn't distract those students.,1
60,Theodore skated around that art gallery.,1
61,These tomatoes shock these dancers.,1
62,Guys observe these children.,1
63,Some guests flee from those dancers.,1
64,Linda isn't embarrassing these waitresses.,1
65,Walter hides these dancers.,1
66,Sharon investigated those waiters.,1
67,Bradley should explore this high school.,1
68,Tanya wears these socks.,1
69,That cat had bored those ladies.,1
70,Stephen had cleaned this bank.,1
71,Waiters have left that driver.,1
72,Heather wasn't criticizing these teachers.,1
73,Brian wasn't concealing those cafes.,1
74,Some trucks weren't boring that cashier.,1
75,Many eggplants aren't scaring this teacher.,1
76,Children aren't boring this lady.,1
77,Karla hadn't brought these pictures.,1
78,Janice hasn't cared for that waitress.,1
79,A lot of doctors exit those art galleries.,1
80,Thomas should hug this waiter.,1
81,Candice hasn't attacked that boy.,1
82,Katherine wasn't taking that public park.,1
83,The Clintons watch those drivers.,1
84,Amelia loves this waiter.,1
85,Caroline hasn't known this boy.,1
86,Sheila isn't passing that cafe.,1
87,Claire had cleaned that picture.,1
88,The people exit these movie theaters.,1
89,Bruce won't mess up that restaurant.,1
90,Margaret hasn't bought that blouse.,1
91,Some waitresses remember that driver.,1
92,Timothy loved this boy.,1
93,A lot of adults help that guy.,1
94,Steven has broken that cup.,1
95,Patricia loved those cashiers.,1
96,Many drivers fix that glass.,1
97,A lot of cashiers mess up that library.,1
98,Waitresses drive to that school.,1
99,Roger should sound like that waitress.,1
100,The Impressionists do listen to this waitress.,1
101,Theresa bought this drawing.,1
102,The Impressionists walk through this cafe.,1
103,Thomas can boycott these committees.,1
104,Alan had boasted about those girls.,1
105,Sally isn't escaping from these boys.,1
106,Jesus can run around this high school.,1
107,Amy wasn't confusing those companies.,1
108,Tanya boycotts that university.,1
109,Roger ran around this school.,1
110,These teachers escape from those restaurants.,1
111,Maria was talking to this guest.,1
112,Rachel has hugged those boys.,1
113,The students fire this patient.,1
114,Jennifer helped those guests.,1
115,Some plays disgust this legislature.,1
116,Jerry had hidden these cups.,1
117,Martin has concealed this boy.,1
118,That person hadn't bothered those girls.,1
119,Carla has hired those patients.,1
120,Noah talks about this doctor.,1
121,Rachel ran around those high schools.,1
122,All waiters run around these malls.,1
123,All students didn't buy these schools.,1
124,Patricia bikes to those malls.,1
125,Vanessa hadn't taken those grocery stores.,1
126,Bethany walked through this school.,1
127,Patricia had argued about those children.,1
128,Julie did flee from this waitress.,1
129,Melinda fired this customer.,1
130,The Borgias are biking to these college campuses.,1
131,Marcus will watch that dancer.,1
132,These waitresses aggravate those guests.,1
133,Those teachers sell this shoe.,1
134,Mark isn't worrying those libraries.,1
135,Elaine didn't visit that restaurant.,1
136,Veronica is hugging those boys.,1
137,Kayla has passed these art galleries.,1
138,Janet hasn't attacked these customers.,1
139,The children investigate that waiter.,1
140,Margaret has discussed those boys.,1
141,These hamsters irritated this doctor.,1
142,Some banks annoy these doctors.,1
143,Leslie was firing these adults.,1
144,Teenagers disagreed with that student.,1
145,Rachelle had bought that chair.,1
146,Some doctor is breaking those couches.,1
147,Larry disturbed this waitress.,1
148,Julie leaves that cafe.,1
149,Carolyn conceals this boy.,1
150,Every waiter hasn't driven to that high school.,1
151,Those ladies exit these schools.,1
152,Valerie hadn't annoyed this customer.,1
153,Marla hadn't forgotten this cashier.,1
154,Amanda explored those high schools.,1
155,Mitchell has investigated this school.,1
156,A commentary has stunned these libraries.,1
157,Catherine scanned those books.,1
158,Many planes look like that photograph.,1
159,The women break that plate.,1
160,Jesus does worry those dancers.,1
161,Most companies forget these actors.,1
162,Stephanie wasn't talking to that teenager.,1
163,Every lady did hate these brochures.,1
164,Sabrina resembles this sketch.,1
165,Julia might conceal this actress.,1
166,Benjamin isn't praising these cashiers.,1
167,Some boys notice this skirt.,1
168,Some documentaries confused those dancers.,1
169,Travis approached this doctor.,1
170,Donna does scan those newspaper articles.,1
171,Sheila hasn't forgotten that dancer.,1
172,The Lutherans criticize this restaurant.,1
173,Many doctors might visit those restaurants.,1
174,Teresa has irritated those boys.,1
175,Becky had seen those gloves.,1
176,Veronica might cure these actors.,1
177,Florence is referencing those teachers.,1
178,Larry hugged that teacher.,1
179,Julie has boasted about these reports.,1
180,All schools talk to those actors.,1
181,The pedestrians could praise that pamphlet.,1
182,Jane wouldn't clean that dog.,1
183,That student remembered that play.,1
184,All teenagers cure that patient.,1
185,Prints have looked like those dogs.,1
186,Lori wasn't selling these shirts.,1
187,This woman sees these eyes.,1
188,April is observing that adult.,1
189,Bradley cleaned that glass.,1
