,text,label
0,Alexander didn't walk through that new oasis.,1
1,This hair irritates these old alumni.,1
2,Winston Churchill was escaping from this serious person.,1
3,Anna walks through these purple oases.,1
4,Alicia sounded like this good analysis.,1
5,Jeffrey might complain about this gray thesis.,1
6,Meredith approaches these concealed women.,1
7,Julia questioned those small children.,1
8,That adult has brought that purple octopus.,1
9,The people hug this displeased woman.,1
10,That beef did bore these displeased people.,1
11,These libraries talk about these long synopses.,1
12,Lori wasn't hiring those delighted men.,1
13,The teachers are running around this concealed oasis.,1
14,Those bananas embarrass these delighted people.,1
15,Mitchell brought those green oases.,1
16,The actresses complain about this rough thesis.,1
17,Russell investigates these fast women.,1
18,Irene praised those bad synopses.,1
19,Denise did confuse that important woman.,1
20,Some patients dislike those nice women.,1
21,Amelia wasn't observing this hopeful man.,1
22,Grace is hugging these popular women.,1
23,Julia might describe this long synopsis.,1
24,Many pedestrians do return to these happy men.,1
25,Laura noticed that determined man.,1
26,Julie would pass those red oases.,1
27,These doctors boast about this out in the open child.,1
28,Stephen isn't revealing this brown nucleus.,1
29,Travel stuns that sick child.,1
30,Amelia healed that unemployed woman.,1
31,Noah attacks that ill child.,1
32,Randolf buys those gray fungi.,1
33,Some pedestrians disagreed with this big woman.,1
34,Adam might sound like these determined children.,1
35,Bill has stunned this confident man.,1
36,Rhonda should see these blue oases.,1
37,Stephen cares for that out in the open alumnus.,1
38,Cheryl has bought this green oasis.,1
39,Every door annoyed this lucky child.,1
40,Gerald cures that unlucky child.,1
41,Eyes weren't worrying this troubled child.,1
42,Michael isn't referencing this long synopsis.,1
43,Robert insults this serious man.,1
44,Waitresses describe that smart alumnus.,1
45,Dan doesn't respect this unemployed alumnus.,1
46,Eric has upset those scared people.,1
47,Sabrina was biking to this exposed oasis.,1
48,Edward can't think about these exposed mice.,1
49,Phillip listened to this standing alumnus.,1
50,Those men skate around this small oasis.,1
51,Rhonda could think about those content children.,1
52,Melissa had remembered that unsure person.,1
53,The students talk about this upset person.,1
54,Leslie insults those upset alumni.,1
55,Hats distract this ill man.,1
56,Dawn sounded like this determined child.,1
57,Carl had run around that brown oasis.,1
58,Anna criticizes these concealed children.,1
59,The waiter might criticize that unemployed man.,1
60,Tracy was investigating this troubled alumnus.,1
61,These newspaper articles astound this clever child.,1
62,Dana hadn't attacked this small man.,1
63,Curtis wasn't breaking those hard teeth.,1
64,All customers attack this employed alumnus.,1
65,Most ladies go to those purple oases.,1
66,A dancer tours that blue oasis.,1
67,Steven irritated this unconvinced woman.,1
68,Tara wasn't helping that sick man.,1
69,The dancers aren't cleaning that smooth fungus.,1
70,Melissa had talked about these white theses.,1
71,The man isn't watching those upset men.,1
72,Sabrina won't worry this out in the open person.,1
73,Every bird embarrassed these unemployed men.,1
74,The Borgias drive to that small oasis.,1
75,Bradley likes these brown fungi.,1
76,Most guys go to that black oasis.,1
77,A pedestrian hadn't approached these hopeful women.,1
78,Some senators aren't healing this unemployed alumnus.,1
79,That cart wasn't stunning these exposed men.,1
80,Joel can think about this smart man.,1
81,Those prints disgust those good people.,1
82,Beverly hadn't passed these yellow oases.,1
83,A lot of prints irritate this unconvinced woman.,1
84,Many customers hire those standing alumni.,1
85,Some rug isn't irritating that nice woman.,1
86,Jill embarrassed those busy men.,1
87,Most sketches could hurt this uncertain person.,1
88,Patricia lifted those purple feet.,1
89,The girls sell this hard fungus.,1
90,Nicole has seen this yellow cactus.,1
91,Sharon could arrive at those big oases.,1
92,This cashier can fire that good woman.,1
93,Raymond left those scared children.,1
94,Noah could discuss that clever person.,1
95,Rachelle knew that concealed woman.,1
96,Dawn hasn't cured those gray oxen.,1
97,The Great Lakes haven't disgusted those out in the open people.,1
98,Wayne doesn't exit those cheap oases.,1
99,These waitresses haven't astounded this fast woman.,1
100,Patrick hasn't lifted this out in the open cactus.,1
101,Angela isn't embarrassing those excited children.,1
102,Jennifer hasn't criticized this smart man.,1
