,text,label
0,All boys boast about that child.,1
1,Candice has taken that axis.,1
2,Those ladies walk through those oases.,1
3,The legislatures praise this woman.,1
4,Many icicles do bore that child.,1
5,Actors see this tooth.,1
6,Diane lifts these oxen.,1
7,Sonia hadn't boasted about those men.,1
8,Benjamin wasn't running around this oasis.,1
9,Elaine isn't breaking that foot.,1
10,This window hadn't embarrassed those people.,1
11,A pedestrian lifted this axis.,1
12,Kathleen wouldn't discuss that alumnus.,1
13,Candice skated around these oases.,1
14,Helen argued about these syntheses.,1
15,Natalie describes this child.,1
16,Every story disagreed with these people.,1
17,Karla helped these men.,1
18,A government has described that child.,1
19,Every customer discusses those theses.,1
20,Marla is attacking that man.,1
21,Some cashiers hide that nucleus.,1
22,Robert attacks that child.,1
23,Ruth couldn't discover that fungus.,1
24,Christine talks about this child.,1
25,All books were irritating those men.,1
26,Scott has bought these axes.,1
27,Those mouths disturb that woman.,1
28,Carl likes these geese.,1
29,Carlos returns to these children.,1
30,Becca hadn't boycotted those oases.,1
31,A legislature hadn't aggravated this person.,1
32,Monica has loved this man.,1
33,Marcus praises this man.,1
34,Many men examine those analyses.,1
35,A drawing looks like these cacti.,1
36,A mouth had disgusted that man.,1
37,Sally couldn't love these men.,1
38,Gary wasn't healing this man.,1
39,Steven arrived at this oasis.,1
40,Carlos isn't exiting those oases.,1
41,This waitress doesn't sell those stimuli.,1
42,Janice has hated this alumnus.,1
43,Pamela is talking to these men.,1
44,Susan notices these teeth.,1
45,Elizabeth has referenced that child.,1
46,Allison isn't noticing these nuclei.,1
47,Lissa sounds like those women.,1
48,Rebecca cures that child.,1
49,Pedestrians conceal those lice.,1
50,Sabrina admired that person.,1
51,Kevin hires that person.,1
52,Cynthia hadn't concealed those children.,1
53,Kristin thought about that foot.,1
54,Theresa isn't dropping by that oasis.,1
55,Tonya boasts about those men.,1
56,Bikes hurt this person.,1
57,Many customers question this man.,1
58,The casseroles scare this woman.,1
59,Museums were stunning this child.,1
60,All projectors embarrass those people.,1
61,Michelle won't clean this tooth.,1
62,A hill bothers this man.,1
63,Many committees argue about this alumnus.,1
64,Natalie references this child.,1
65,Carolyn wouldn't notice that foot.,1
66,All students tour these oases.,1
67,Some rivers didn't bore that woman.,1
68,Tanya cleaned these teeth.,1
69,This broccoli is alarming those children.,1
70,That movie won't astound these women.,1
71,That girl finds these men.,1
72,Those girls would disagree with that child.,1
73,Elaine does question this man.,1
74,Ella loves that synopsis.,1
75,Joel might criticize those theses.,1
76,Some people run around that oasis.,1
77,The essays disturb that person.,1
78,Noah finds that man.,1
79,This cashier kisses these children.,1
80,Bill isn't touring this oasis.,1
81,The museums fire those alumni.,1
82,All patients have this tooth.,1
83,Vanessa sees this woman.,1
84,Every boy has escaped from these women.,1
85,Debra skates around those oases.,1
86,Caroline isn't visiting this child.,1
87,Lori hasn't shocked those women.,1
88,Sarah talks to those children.,1
89,Samuel isn't exploring those oases.,1
90,Melissa brought this louse.,1
91,Brenda boycotts these oases.,1
92,Linda could observe this child.,1
93,Dawn can bike to these oases.,1
94,Some actress won't sell that oasis.,1
95,Brett lifted these teeth.,1
96,Dawn shocked these children.,1
97,The sketches were looking like those octopi.,1
98,These drawings couldn't look like those people.,1
99,All teachers weren't complaining about those phenomena.,1
100,Victoria would describe that synopsis.,1
101,Beth will clean this tooth.,1
102,Many libraries shock this person.,1
103,Daniel complains about these phenomena.,1
104,Randolf would heal those lice.,1
105,Bruce won't appreciate this child.,1
106,Alicia bikes to that oasis.,1
107,Laura buys these axes.,1
108,Some girl is working with that woman.,1
109,Many books bore those women.,1
110,Adam would dislike those people.,1
111,Omar criticizes these men.,1
112,The dancers ran around that oasis.,1
113,Lawrence had broken those feet.,1
114,The Impressionists boast about that medium.,1
115,All teenagers clean those teeth.,1
116,Colleen would exit these oases.,1
117,Many committees like this child.,1
118,A lot of universities stunned these people.,1
119,All cakes bother this person.,1
120,Some man broke this tooth.,1
121,Jane cared for this person.,1
122,These girls hide this fungus.,1
123,Rebecca hasn't worried these men.,1
124,Ella hasn't investigated that man.,1
125,Martha isn't talking about these women.,1
126,Carrie wasn't buying those teeth.,1
127,Rachelle can break this tooth.,1
128,Eric doesn't insult that thesis.,1
129,Liam liked that oasis.,1
130,Stephanie passed these oases.,1
131,Karen has cleaned this foot.,1
132,Pamela escapes from that child.,1
133,Tina doesn't scare this woman.,1
134,Those mushrooms hadn't irritated that woman.,1
135,Holly hasn't cared for these men.,1
136,Paul worked with those men.,1
137,Keith wasn't breaking that foot.,1
138,Winston Churchill boasted about that basis.,1
139,Winston Churchill would research this paralysis.,1
140,Many windows had distracted that alumnus.,1
141,Jason arrives at that oasis.,1
142,High schools shouldn't bother these alumni.,1
143,Renee had upset that child.,1
144,An apple shouldn't aggravate that woman.,1
145,Kathleen has fled from these alumni.,1
146,Sabrina isn't examining those theses.,1
147,Carlos shouldn't boast about this woman.,1
148,Many pants confused these alumni.,1
149,Allison hasn't cleaned those teeth.,1
150,Most people examine that thesis.,1
151,Kayla should break these feet.,1
152,Kayla found that cactus.,1
153,Keith flees from these alumni.,1
154,Jane leaves this child.,1
155,Jacqueline exits this oasis.,1
